Number_Of_Dependant,Years_At_Residence,Years_At_Business,Nb_Of_Products,DAY(BirthDate),DAY(Prod_Decision_Date),DAY(Customer_Open_Date),YEAR(BirthDate),YEAR(Prod_Decision_Date),YEAR(Customer_Open_Date),MONTH(BirthDate),MONTH(Prod_Decision_Date),MONTH(Customer_Open_Date),WEEKDAY(BirthDate),WEEKDAY(Prod_Decision_Date),WEEKDAY(Customer_Open_Date),Net_Annual_Income_transform,Y
0.0,22,2.0,1,1,27,19,1967,2012,2012,1,3,3,6,1,0,18.0,0
0.0,1,1.0,1,15,26,24,1982,2012,2012,7,1,1,3,3,1,36.0,0
0.0,1,1.0,1,13,13,8,1967,2012,2012,5,2,2,5,0,2,36.0,0
0.0,6,1.0,1,21,29,11,1968,2011,2009,7,9,5,6,3,0,36.0,0
1.0,15,1.0,1,16,24,22,1988,2012,2012,10,1,1,6,1,6,57.0,0
0.0,15,1.0,1,21,18,18,1963,2011,2005,2,8,12,3,3,6,30.0,0
0.0,15,1.0,1,28,27,26,1968,2011,2011,6,9,9,4,1,0,30.0,0
2.0,15,1.0,1,15,22,8,1981,2011,2011,4,6,6,2,2,2,100.0,0
0.0,25,4.0,1,20,12,11,1987,2012,2012,6,4,4,5,3,2,50.0,0
0.0,20,2.0,1,17,9,23,1982,2011,2011,6,11,10,3,2,6,18.0,0
0.0,15,1.0,1,23,4,3,1984,2011,2011,11,7,7,4,0,6,30.0,0
1.0,15,1.0,1,22,26,2,1976,2011,2011,8,7,5,6,1,0,60.0,0
2.0,4,1.0,1,1,27,27,1971,2012,2010,1,2,9,4,0,0,50.0,0
0.0,15,1.0,1,15,31,24,1966,2012,2011,5,1,8,6,1,2,36.0,0
0.0,31,1.0,1,7,15,18,1955,2011,2011,5,6,5,5,2,2,2478.0,1
0.0,40,1.0,1,9,15,11,1960,2011,2011,10,8,8,6,0,3,36.0,0
3.0,20,19.0,2,23,23,22,1959,2012,2012,4,2,2,3,3,2,18.0,0
2.0,28,1.0,1,8,24,23,1959,2011,2011,1,10,10,3,0,6,20.0,0
0.0,15,1.0,1,8,5,5,1966,2012,2012,7,3,3,4,0,0,36.0,0
4.0,1,1.0,1,20,15,14,1946,2011,2011,11,11,11,2,1,0,20.0,0
1.0,7,10.0,1,17,3,4,1974,2011,2003,10,11,6,3,3,2,36.0,0
0.0,27,3.0,1,18,13,6,1978,2011,2011,9,12,12,0,1,1,24.0,1
3.0,20,15.0,1,22,28,16,1959,2012,2009,4,2,4,2,1,3,2000.0,0
0.0,1,1.0,1,25,18,9,1967,2011,2011,1,10,10,2,1,6,36.0,1
1.0,12,3.0,1,16,21,18,1960,2011,2010,5,7,4,0,3,6,36.0,0
0.0,5,1.0,1,2,24,10,1982,2011,2010,11,5,8,1,1,1,18.0,0
0.0,2,,1,8,27,14,1981,2011,2011,8,12,12,5,1,2,108.0,0
3.0,10,10.0,1,23,5,4,1967,2012,2012,12,3,3,5,0,6,36.0,0
0.0,7,1.0,1,14,3,2,1981,2011,2011,2,8,8,5,2,1,36.0,0
0.0,2,22.0,1,10,27,24,1963,2012,2001,8,2,9,5,0,0,500.0,0
0.0,20,1.0,1,11,5,6,1969,2011,2011,8,5,2,0,3,6,18.0,0
2.0,30,30.0,1,10,20,26,1950,2012,2008,9,2,2,6,0,1,120.0,0
4.0,10,8.0,1,7,26,12,1966,2011,2008,6,6,5,1,6,0,72.0,0
0.0,10,10.0,1,30,28,27,1948,2012,2012,5,2,2,6,1,0,50.0,0
0.0,22,2.0,1,20,29,28,1974,2012,2012,2,3,3,2,3,2,18.0,0
1.0,8,8.0,1,17,16,9,1951,2011,2011,9,11,11,0,2,2,36.0,0
2.0,6,6.0,1,10,8,1,1975,2011,2009,8,8,3,6,0,6,250.0,0
6.0,6,6.0,1,24,1,21,1954,2011,2011,11,12,11,2,3,0,2000.0,0
0.0,15,1.0,1,21,5,4,1977,2011,2011,1,7,7,4,1,0,30.0,0
0.0,10,10.0,1,10,26,19,1980,2011,2011,6,9,9,1,0,0,50.0,0
3.0,35,6.0,1,13,21,5,1969,2011,2001,5,6,7,1,1,3,21012.0,0
0.0,5,2.0,1,29,14,25,1984,2011,2011,11,11,10,3,0,1,24.0,0
1.0,20,20.0,1,17,10,4,1981,2011,2011,6,5,5,2,1,2,18.0,0
2.0,1,1.0,1,20,12,1,1967,2011,2011,7,12,12,3,0,3,36.0,0
0.0,28,1.0,1,11,11,26,1983,2012,2010,8,3,5,3,6,2,18084.0,0
2.0,10,15.0,1,17,20,2,1971,2012,2011,1,2,11,6,0,2,30.0,0
2.0,6,2.0,1,21,13,12,1979,2011,2011,11,12,12,2,1,0,18.0,1
0.0,15,1.0,1,27,22,21,1970,2012,2012,8,3,3,3,3,2,36.0,0
2.0,11,2.0,1,17,4,3,1953,2011,2011,11,5,5,1,2,1,18.0,1
0.0,10,10.0,1,16,27,11,1974,2011,2011,3,10,10,5,3,1,80.0,0
2.0,10,10.0,1,26,23,22,1971,2012,2012,10,2,2,1,3,2,36.0,0
1.0,5,2.0,1,25,22,18,1978,2012,2012,2,3,3,5,3,6,18.0,0
1.0,3,2.0,1,25,26,12,1983,2012,2012,6,1,1,5,3,3,72.0,0
2.0,11,1.0,1,22,24,17,1963,2011,2011,1,8,8,1,2,2,36.0,0
2.0,13,10.0,1,23,11,28,1981,2012,2006,3,4,5,0,2,6,250.0,0
0.0,1,1.0,1,10,11,10,1971,2012,2012,10,4,4,6,2,1,36.0,0
3.0,22,6.0,1,15,29,12,1983,2012,2009,2,2,2,1,2,3,882.0,0
2.0,25,1.0,1,14,18,15,1964,2011,2011,6,9,9,6,6,3,18.0,0
2.0,26,1.0,1,20,22,21,1957,2012,2012,5,1,1,0,6,5,215.0,0
0.0,15,1.0,1,11,18,12,1983,2011,2011,2,9,9,4,6,0,100.0,0
0.0,20,3.0,1,18,29,29,1983,2012,2009,6,2,9,5,2,1,52.0,0
2.0,4,7.0,1,23,29,25,1978,2011,2011,7,9,9,6,3,6,18.0,0
0.0,30,2.0,1,5,26,23,1988,2012,2012,12,2,2,0,6,3,18.0,0
1.0,10,15.0,1,4,21,14,1974,2011,2011,1,7,7,4,3,3,36.0,0
0.0,1,1.0,2,2,11,1,1974,2011,2011,8,8,8,4,3,0,20.0,0
2.0,2,9.0,1,2,1,23,1981,2011,2011,8,6,5,6,2,0,40.0,0
2.0,24,24.0,1,8,15,25,1956,2011,2011,2,8,7,2,0,0,36.0,0
2.0,5,6.0,1,9,23,28,1976,2011,2009,3,6,1,1,3,2,60.0,0
2.0,3,10.0,1,12,8,29,1979,2012,2012,9,3,2,2,3,2,50.0,0
2.0,6,7.0,1,15,28,11,1979,2011,2011,9,8,1,5,6,1,50.0,0
0.0,22,2.0,1,27,21,20,1987,2011,2011,1,9,9,1,2,1,18.0,0
2.0,22,1.0,1,24,25,18,1985,2011,2011,1,9,9,3,6,6,18.0,0
0.0,10,3.0,1,23,8,6,1951,2011,2011,5,12,12,2,3,1,36.0,0
2.0,10,5.0,1,23,20,30,1957,2011,2011,9,12,11,0,1,2,66.0,1
0.0,10,3.0,1,17,4,1,1973,2012,2012,7,3,3,1,6,3,36.0,0
2.0,5,5.0,2,1,10,30,1973,2011,2009,1,7,3,0,6,0,36.0,0
0.0,22,2.0,1,5,23,17,1979,2011,2011,1,11,11,4,2,3,18.0,1
1.0,40,2.0,1,4,4,11,1983,2011,2011,8,12,1,3,6,1,18.0,0
0.0,18,1.0,1,23,2,28,1987,2011,2011,5,5,4,5,0,3,18.0,0
2.0,18,1.0,1,26,10,9,1962,2011,2011,11,8,8,0,2,1,20.0,0
1.0,10,1.0,1,26,28,25,1969,2011,2011,7,7,7,5,3,0,36.0,0
0.0,11,3.0,1,15,11,1,1979,2012,2012,12,4,4,5,2,6,18.0,0
0.0,20,15.0,1,9,30,27,1957,2011,2011,1,7,6,2,5,0,18.0,0
0.0,7,1.0,2,11,24,16,1961,2011,2011,6,8,8,6,2,1,36.0,0
0.0,8,1.0,1,10,5,7,1964,2011,2001,8,10,10,0,2,6,379236.0,0
0.0,10,3.0,1,26,12,3,1988,2012,2012,1,1,1,1,3,1,36.0,0
2.0,30,1.0,2,1,22,19,1952,2012,2012,1,1,1,1,6,3,25.0,0
0.0,25,1.0,1,20,17,16,1961,2011,2011,8,5,5,6,1,0,18.0,1
0.0,5,2.0,1,5,1,30,1982,2011,2011,12,12,11,6,3,2,18.0,0
0.0,33,39.0,1,5,29,23,1948,2011,2011,2,11,11,3,1,2,48.0,0
1.0,28,2.0,1,17,27,8,1983,2011,2011,8,6,6,2,0,2,60.0,0
1.0,0,2.0,1,4,26,17,1987,2012,2010,7,1,10,5,3,6,33552.0,0
0.0,15,1.0,1,25,23,16,1983,2011,2011,11,6,6,4,3,3,30.0,0
0.0,22,2.0,1,22,10,5,1983,2012,2012,4,1,1,4,1,3,18.0,0
0.0,15,1.0,1,20,15,8,1977,2012,2012,12,2,2,1,2,2,36.0,0
0.0,15,1.0,1,7,17,20,1956,2012,2011,10,1,12,6,1,1,30.0,0
2.0,10,3.0,1,23,23,18,1959,2011,2011,4,7,7,3,5,0,36.0,0
2.0,2,2.0,1,6,15,14,1982,2012,2012,6,3,3,6,3,2,18.0,0
0.0,10,0.0,1,18,25,28,1988,2012,2011,5,3,9,2,6,2,30792.0,0
0.0,29,6.0,1,30,28,27,1982,2011,2011,1,7,7,5,3,2,444.0,0
0.0,11,1.0,1,25,7,6,1982,2011,2011,8,7,7,2,3,2,36.0,0
1.0,1,1.0,1,5,10,7,1976,2011,2011,9,7,7,6,6,3,20.0,0
3.0,25,10.0,1,17,29,1,1960,2012,2001,11,3,7,3,3,6,50.0,0
3.0,5,1.0,1,24,18,15,1962,2011,2011,5,9,9,3,6,3,20.0,0
1.0,10,1.0,1,12,19,18,1968,2012,2012,9,4,4,3,3,2,36.0,0
0.0,5,5.0,1,11,22,22,1954,2011,2011,3,12,12,3,3,3,36.0,0
1.0,15,1.0,1,9,21,22,1982,2011,2011,1,7,6,5,3,2,36432.0,1
0.0,22,2.0,1,8,5,19,1953,2012,2012,11,4,3,6,3,0,18.0,0
2.0,7,11.0,1,19,22,16,1979,2012,2012,7,3,1,3,3,0,42.0,1
3.0,30,22.0,1,19,11,10,1957,2012,2012,7,4,4,4,2,1,18.0,1
2.0,10,1.0,1,18,29,4,1981,2011,2011,2,12,12,2,3,6,36.0,0
0.0,15,1.0,1,8,12,3,1977,2012,2010,2,4,6,1,3,3,36.0,0
0.0,10,3.0,1,30,28,18,1983,2012,2012,8,4,4,1,5,2,36.0,0
0.0,1,1.0,1,10,7,6,1947,2012,2012,9,2,2,2,1,0,36.0,0
0.0,20,2.0,1,1,21,20,1959,2011,2011,1,9,9,3,2,1,18.0,0
0.0,7,21.0,1,22,28,23,1965,2011,2011,12,8,8,2,6,1,3504.0,0
0.0,22,1.0,1,30,10,19,1988,2011,2009,9,10,10,4,0,0,936.0,0
0.0,15,1.0,1,29,9,5,1990,2012,2012,5,1,1,1,0,3,25.0,0
0.0,15,1.0,1,18,26,25,1971,2011,2011,12,9,9,5,0,6,30.0,0
0.0,25,4.0,1,9,23,17,1982,2011,2011,5,10,10,6,6,0,18.0,0
0.0,15,1.0,1,19,26,23,1970,2012,2012,11,2,2,3,6,3,36.0,0
0.0,15,1.0,1,7,8,7,1989,2012,2012,9,2,2,3,2,1,36.0,0
0.0,1,1.0,1,1,4,1,1988,2012,2012,1,3,3,4,6,3,100.0,0
0.0,10,3.0,1,1,4,2,1975,2012,2012,1,1,1,2,2,0,36.0,0
0.0,1,1.0,2,19,22,27,1985,2012,2012,5,3,2,6,3,0,36.0,0
0.0,31,5.0,1,21,3,11,1979,2011,2007,11,10,6,2,0,0,372.0,0
0.0,15,1.0,1,5,10,9,1957,2012,2008,6,1,3,2,1,6,30.0,0
3.0,25,12.0,1,12,19,15,1947,2011,2011,9,6,6,4,6,2,18.0,0
0.0,25,25.0,1,15,9,1,1959,2012,2009,4,2,3,2,3,6,48.0,0
0.0,10,10.0,1,24,7,4,1983,2012,2012,12,3,3,5,2,6,50.0,0
2.0,10,3.0,2,23,13,12,1976,2011,2011,7,12,12,4,1,0,36.0,0
2.0,10,1.0,1,10,29,22,1980,2011,2011,11,6,6,0,2,2,20.0,0
2.0,20,3.0,1,18,4,23,1966,2012,2005,5,1,3,2,2,2,36.0,0
2.0,39,16.0,1,25,13,9,1972,2011,2011,10,11,11,2,6,2,84.0,0
0.0,15,1.0,2,23,7,6,1970,2012,2012,6,3,3,1,2,1,36.0,0
0.0,15,1.0,1,17,6,5,1975,2011,2011,7,6,6,3,0,6,30.0,0
2.0,10,11.0,1,17,19,28,1975,2011,1998,12,10,7,2,2,1,84.0,0
0.0,10,1.0,1,10,16,14,1968,2012,2012,2,2,2,5,3,1,36.0,0
3.0,15,1.0,1,3,2,25,1960,2011,2011,9,8,7,5,1,0,100.0,0
0.0,1,1.0,1,21,15,21,1964,2012,2003,9,3,4,0,3,0,36.0,0
2.0,25,1.0,1,11,16,15,1955,2011,2011,5,5,5,2,0,6,36.0,0
0.0,15,1.0,1,25,5,4,1970,2012,2012,2,4,4,2,3,2,36.0,0
0.0,15,1.0,1,1,17,16,1974,2012,2012,12,1,1,6,1,0,36.0,0
0.0,4,1.0,1,26,20,12,1988,2011,2010,1,6,1,1,0,1,35826.0,0
0.0,22,2.0,1,24,15,14,1987,2011,2011,10,11,11,5,1,0,18.0,0
0.0,12,12.0,1,8,23,22,1986,2011,2011,7,5,5,1,0,6,18.0,0
2.0,10,2.0,1,5,7,12,1956,2012,2011,9,2,1,2,1,2,36.0,0
2.0,22,2.0,2,2,8,7,1965,2012,2012,4,2,2,4,2,1,18.0,0
3.0,9,6.0,2,30,17,16,1977,2011,2011,10,7,7,6,6,5,350.0,0
3.0,20,21.0,1,1,18,16,1969,2011,2011,1,8,8,2,3,1,48.0,0
0.0,10,10.0,1,30,17,13,1957,2012,2009,1,1,9,2,1,6,36.0,0
0.0,4,2.0,1,13,13,22,1968,2011,2010,6,7,11,3,2,0,18.0,0
0.0,25,3.0,1,6,3,18,1986,2012,2012,12,4,3,5,1,6,384.0,0
1.0,10,10.0,1,4,24,10,1968,2011,2009,8,11,9,6,3,3,36.0,0
3.0,2,1.0,1,20,21,24,1985,2011,2010,6,12,6,3,2,3,87984.0,0
2.0,9,10.0,1,18,19,18,1960,2012,2012,6,3,3,5,0,6,36.0,0
1.0,10,5.0,1,28,7,6,1976,2012,2012,2,3,3,5,2,1,36.0,0
2.0,37,12.0,2,20,11,8,1974,2012,2012,5,4,4,0,2,6,50.0,0
0.0,15,1.0,2,26,29,28,1989,2012,2012,2,3,3,6,3,2,276.0,0
0.0,1,1.0,1,9,8,31,1985,2011,2011,3,12,3,5,3,3,2556.0,0
0.0,1,1.0,1,23,26,26,1953,2012,2012,1,4,4,4,3,3,36.0,0
2.0,12,1.0,1,20,25,19,1975,2011,2007,6,9,3,4,6,0,20.0,0
2.0,2,2.0,1,3,22,21,1960,2011,2011,11,9,9,3,3,2,18.0,0
0.0,10,3.0,1,29,23,19,1964,2012,2012,12,2,2,1,3,6,36.0,1
0.0,3,3.0,1,12,28,4,1983,2011,2008,1,9,11,2,2,1,50.0,0
1.0,6,1.0,1,29,2,28,1975,2011,2011,11,5,4,5,0,3,18.0,0
3.0,1,20.0,1,21,28,4,1965,2012,2009,4,3,6,2,2,3,3500.0,0
0.0,1,1.0,1,29,27,23,1949,2012,2012,9,2,2,3,0,3,36.0,0
3.0,22,2.0,1,29,28,27,1964,2012,2012,5,3,3,4,2,1,18.0,0
0.0,1,1.0,1,8,28,23,1983,2012,2012,1,2,2,5,1,3,25.0,0
0.0,32,1.0,1,14,14,7,1979,2011,2011,10,8,8,6,6,6,36.0,0
2.0,5,2.0,1,2,17,18,1977,2012,2010,10,4,4,6,1,6,798.0,0
2.0,6,2.0,1,23,8,5,1974,2011,2011,10,5,5,2,6,3,18.0,0
0.0,15,1.0,1,3,6,31,1959,2012,2008,3,3,7,1,1,3,36.0,1
0.0,15,1.0,1,21,24,23,1979,2012,2012,7,4,4,5,1,0,36.0,0
2.0,25,1.0,1,10,26,15,1963,2011,2011,1,12,12,3,0,3,25.0,0
0.0,1,1.0,1,9,28,25,1978,2011,2011,7,9,9,6,2,6,36.0,0
0.0,15,1.0,1,18,11,9,1972,2011,2011,6,10,10,6,1,6,30.0,1
0.0,1,1.0,1,4,20,13,1961,2011,2011,1,9,9,2,1,1,36.0,0
2.0,10,4.0,1,16,20,5,1986,2012,2012,9,3,3,1,1,0,50.0,0
0.0,11,1.0,1,16,30,29,1954,2011,2011,9,5,5,3,0,6,18.0,0
2.0,20,20.0,1,22,17,17,1977,2012,2006,7,1,8,4,1,3,24.0,0
0.0,1,1.0,1,4,11,2,1962,2011,2011,6,5,5,0,2,0,18.0,0
1.0,10,3.0,2,3,27,26,1975,2012,2012,1,3,3,4,1,0,36.0,0
4.0,10,10.0,1,20,26,1,1961,2011,1990,12,9,4,2,0,6,50.0,0
0.0,1,1.0,1,12,15,14,1960,2011,2011,10,12,12,2,3,2,25.0,0
0.0,15,15.0,1,16,3,2,1970,2011,2011,4,5,5,3,1,0,24.0,0
0.0,39,1.0,1,17,17,14,1972,2011,2011,6,7,7,5,6,3,20.0,0
0.0,20,1.0,1,3,18,15,1972,2011,2011,11,6,6,4,5,2,18.0,0
0.0,16,2.0,1,5,19,18,1970,2011,2011,12,10,10,5,2,1,36.0,0
2.0,20,1.0,2,9,3,2,1955,2011,2006,9,7,7,4,6,6,20.0,0
0.0,1,1.0,1,12,23,17,1975,2012,2012,1,2,1,6,3,1,54.0,1
0.0,15,1.0,1,14,11,28,1988,2012,2011,1,1,12,3,2,2,30.0,0
2.0,1,1.0,1,1,11,5,1966,2011,2011,11,12,12,1,6,0,36.0,1
0.0,15,5.0,1,11,18,12,1970,2011,2011,8,9,9,1,6,0,6876.0,0
0.0,23,1.0,2,27,23,17,1987,2011,2011,2,5,5,4,0,1,36.0,0
2.0,20,5.0,1,29,3,17,1948,2012,1984,7,4,5,3,1,3,3000.0,0
0.0,20,1.0,1,26,7,4,1986,2012,2012,7,3,3,5,2,6,30.0,0
0.0,15,2.0,1,16,26,25,1974,2012,2012,11,3,3,5,0,6,18.0,0
2.0,1,1.0,1,28,29,16,1969,2011,2011,4,11,11,0,1,2,36.0,0
0.0,10,3.0,1,26,16,30,1981,2011,2011,3,11,10,3,2,6,36.0,0
0.0,10,1.0,1,10,20,14,1968,2011,2011,7,12,12,2,1,2,36.0,0
2.0,15,1.0,1,31,24,23,1965,2011,2011,12,5,5,4,1,0,30.0,0
0.0,22,2.0,1,7,18,15,1982,2012,2012,12,3,3,1,6,3,18.0,0
0.0,1,1.0,1,18,18,15,1966,2011,2011,6,9,9,5,6,3,36.0,0
0.0,15,1.0,1,16,10,15,1974,2011,2011,10,10,9,2,0,3,30.0,0
0.0,10,10.0,1,27,29,28,1975,2012,2012,12,2,2,5,2,1,50.0,0
0.0,1,1.0,1,15,8,5,1981,2012,2012,3,4,4,6,6,3,36.0,0
0.0,1,1.0,1,28,12,18,1979,2012,2011,11,1,12,2,3,6,54.0,1
0.0,15,1.0,1,11,21,15,1970,2011,2011,4,12,12,5,2,3,30.0,0
4.0,20,3.0,1,2,30,16,1966,2011,2009,2,5,2,2,0,0,120.0,0
0.0,15,1.0,1,5,19,15,1984,2011,2011,11,12,12,0,0,3,30.0,0
0.0,15,1.0,1,9,12,11,1965,2012,2012,1,4,4,5,3,2,36.0,0
3.0,5,1.0,1,1,25,24,1974,2011,2011,11,10,10,4,1,0,20.0,0
0.0,23,23.0,1,14,3,2,1987,2011,2011,12,5,5,0,1,0,18.0,0
1.0,20,2.0,1,21,11,10,1985,2012,2012,6,1,1,4,2,1,18.0,0
0.0,15,1.0,1,29,2,4,1958,2011,2006,3,8,12,5,1,0,100.0,0
0.0,13,4.0,1,14,30,21,1977,2011,2011,6,11,11,1,2,0,18.0,0
2.0,40,10.0,1,22,16,22,1971,2011,2011,9,8,6,2,1,2,50.0,1
1.0,4,6.0,1,8,5,29,1982,2012,2012,11,4,3,0,3,3,120.0,0
4.0,8,2.0,1,11,23,22,1961,2012,2012,10,4,4,2,0,6,18.0,0
1.0,7,2.0,1,25,24,21,1979,2012,2012,3,4,4,6,1,5,18.0,0
0.0,6,2.0,1,7,14,13,1984,2012,2012,1,3,3,5,2,1,80.0,0
0.0,11,11.0,1,16,25,16,1977,2012,2010,10,3,8,6,6,0,36.0,0
0.0,10,3.0,1,29,30,24,1977,2011,2011,3,10,10,1,6,0,36.0,1
0.0,15,1.0,1,3,15,12,1981,2012,2012,7,1,1,4,6,3,30.0,0
2.0,16,1.0,1,9,22,21,1951,2011,2011,8,6,6,3,2,1,22.0,0
0.0,30,1.0,1,7,6,26,1980,2011,2009,10,12,2,1,1,3,24.0,0
0.0,10,3.0,1,5,9,8,1986,2012,2012,7,2,2,5,3,2,36.0,0
0.0,1,1.0,1,28,5,4,1957,2012,2012,5,3,3,1,0,6,36.0,0
0.0,1,1.0,1,1,26,8,1971,2011,2011,10,9,8,4,0,0,36.0,0
0.0,12,2.0,1,21,18,13,1985,2011,2008,5,5,4,1,2,6,18.0,0
0.0,15,1.0,1,21,12,11,1978,2012,2012,3,4,4,1,3,2,36.0,0
0.0,1,3.0,1,25,6,15,1984,2011,2011,9,12,11,1,1,1,36.0,0
0.0,1,1.0,2,21,19,5,1977,2012,2011,1,1,12,4,3,0,36.0,0
3.0,1,1.0,1,18,20,19,1972,2011,2011,8,9,9,4,1,0,20.0,0
0.0,15,1.0,1,9,25,6,1981,2012,2012,9,3,3,2,6,1,438.0,1
0.0,1,1.0,1,22,21,17,1959,2011,2011,2,8,8,6,6,2,20.0,0
2.0,3,1.0,1,27,25,18,1985,2011,2011,3,7,7,2,0,0,60.0,0
2.0,10,10.0,1,3,1,20,1968,2011,2011,3,8,6,6,0,0,36.0,0
4.0,20,7.0,1,8,13,27,1960,2012,2012,12,3,2,3,1,0,25344.0,0
2.0,1,1.0,1,1,11,8,1970,2011,2011,1,9,9,3,6,3,36.0,0
0.0,5,1.0,1,17,6,5,1960,2011,2011,4,12,12,6,1,0,25.0,0
1.0,2,1.0,1,1,12,2,1982,2011,2006,12,9,7,2,0,6,345.0,1
3.0,7,4.0,1,4,21,22,1976,2011,2007,10,9,11,0,2,3,26268.0,0
3.0,3,9.0,1,29,24,19,1978,2011,2011,10,11,10,6,3,2,50.0,0
0.0,10,10.0,1,11,14,11,1980,2012,2012,9,2,1,3,1,2,50.0,1
1.0,37,1.0,1,8,27,26,1974,2011,2011,4,10,10,0,3,2,25.0,0
3.0,40,15.0,1,16,11,23,1970,2012,2008,2,3,10,0,6,3,94248.0,0
2.0,1,1.0,1,4,22,19,1964,2012,2012,1,4,4,5,6,3,36.0,0
3.0,15,1.0,1,10,21,21,1967,2011,2003,1,7,5,1,3,2,30.0,0
0.0,30,30.0,1,4,11,20,1950,2011,2010,12,9,12,0,6,0,36.0,0
0.0,15,1.0,1,17,28,27,1967,2012,2012,8,3,3,3,2,1,36.0,0
0.0,25,0.0,1,2,18,15,1949,2012,2009,5,3,3,0,6,6,41.0,0
0.0,10,1.0,1,16,26,23,1986,2011,2010,11,9,11,6,0,1,708.0,0
0.0,15,1.0,1,8,27,22,1970,2012,2007,10,2,5,3,0,1,36.0,0
0.0,15,1.0,2,28,9,3,1985,2011,2011,12,11,11,5,2,3,30.0,0
0.0,40,0.0,1,8,9,1,1952,2011,2011,8,11,11,4,2,1,25.0,0
0.0,20,1.0,1,30,17,13,1953,2011,2011,8,11,11,6,3,6,20.0,0
0.0,15,1.0,1,31,22,10,1981,2012,2012,7,4,4,4,6,1,36.0,0
0.0,10,1.0,1,18,22,29,1989,2012,2012,10,3,2,2,3,2,42.0,0
0.0,15,1.0,1,28,11,8,1962,2011,2011,7,12,12,5,6,3,30.0,0
1.0,1,1.0,1,14,22,21,1983,2012,2012,2,3,3,0,3,2,120.0,0
3.0,6,2.0,1,24,13,12,1978,2011,2011,11,12,12,4,1,0,18.0,0
3.0,4,25.0,1,3,7,25,1957,2012,1998,1,3,6,3,2,3,150.0,0
3.0,9,1.0,1,6,15,20,1957,2011,2011,11,12,10,2,3,3,20.0,0
0.0,22,3.0,1,8,26,17,1967,2011,2011,6,9,3,3,0,3,18.0,0
0.0,19,3.0,1,8,28,15,1984,2011,2011,6,8,8,4,6,0,32676.0,0
2.0,3,2.0,1,20,17,16,1951,2011,2011,10,10,10,5,0,6,18.0,0
3.0,1,1.0,1,31,22,21,1973,2012,2012,3,4,4,5,6,5,36.0,0
0.0,15,5.0,1,24,1,28,1978,2012,2011,12,2,11,6,2,0,100.0,0
4.0,40,7.0,1,1,25,17,1961,2011,2009,2,6,3,2,5,1,36.0,0
3.0,30,1.0,1,1,18,15,1981,2011,2011,1,8,8,3,3,0,36.0,0
4.0,1,1.0,1,7,15,12,1988,2011,2011,7,10,10,3,5,2,36.0,0
0.0,15,1.0,2,29,22,18,1966,2011,2011,12,5,5,3,6,2,30.0,0
1.0,10,1.0,2,19,27,24,1955,2011,1983,8,7,3,4,2,3,36.0,0
0.0,2,10.0,1,15,21,19,1987,2012,2012,7,3,3,2,2,0,36.0,0
3.0,15,1.0,1,20,2,2,1956,2011,2011,3,8,8,1,1,1,30.0,0
1.0,13,13.0,1,10,21,18,1974,2011,2011,1,9,9,3,2,6,36.0,0
2.0,1,1.0,1,4,5,3,1970,2012,2012,10,1,1,6,3,1,36.0,0
3.0,4,2.0,1,7,29,23,1963,2012,2012,1,2,2,0,2,3,18.0,0
2.0,30,1.0,1,27,20,14,1982,2011,2011,8,12,12,4,1,2,25.0,0
0.0,15,1.0,1,14,13,10,1968,2011,2011,3,11,11,3,6,3,30.0,0
0.0,15,1.0,1,11,19,18,1974,2012,2012,7,4,4,3,3,2,36.0,0
1.0,32,3.0,2,28,23,11,1979,2012,2012,11,1,1,2,0,2,60.0,0
0.0,10,10.0,1,20,5,4,1958,2012,2012,4,3,3,6,0,6,36.0,0
1.0,1,1.0,1,16,15,25,1982,2011,2009,3,8,5,1,0,0,100.0,0
0.0,15,1.0,1,8,10,5,1960,2012,2012,5,1,1,6,1,3,25.0,0
5.0,31,21.0,1,22,3,8,1962,2011,2011,9,8,2,5,2,1,20.0,0
0.0,13,27.0,1,16,9,7,1962,2011,2011,4,8,8,0,1,6,120.0,0
0.0,15,1.0,1,2,22,28,1959,2012,2001,11,3,3,0,3,2,36.0,0
0.0,22,2.0,1,28,17,16,1976,2011,2011,9,10,10,1,0,6,18.0,0
0.0,4,28.0,1,9,26,13,1960,2012,2005,5,4,4,0,3,2,36.0,0
2.0,1,1.0,1,9,28,8,1965,2012,1991,9,2,12,3,1,6,36.0,0
0.0,20,20.0,2,11,24,23,1959,2011,2011,1,8,8,6,2,1,36.0,0
0.0,1,1.0,2,17,17,15,1986,2011,2011,11,11,11,0,3,1,36.0,0
3.0,20,2.0,2,25,12,11,1955,2011,2011,9,9,9,6,0,6,18.0,0
2.0,1,1.0,1,1,5,14,1970,2011,2008,12,10,4,1,2,0,36.0,0
0.0,2,2.0,1,15,19,15,1971,2012,2012,9,1,1,2,3,6,18.0,0
2.0,10,6.0,1,7,26,2,1967,2012,2012,6,2,1,2,6,0,36.0,0
0.0,10,3.0,1,12,12,9,1962,2012,2012,1,2,2,4,6,3,36.0,0
0.0,10,1.0,1,16,11,9,1972,2012,2007,12,3,12,5,6,6,36.0,0
1.0,10,1.0,1,11,13,12,1950,2011,2011,5,12,12,3,1,0,36.0,0
0.0,15,1.0,2,3,29,17,1967,2011,2011,6,10,10,5,5,0,30.0,0
0.0,4,1.0,1,25,18,30,1976,2011,2010,9,8,9,5,3,3,36.0,0
